fold,k,ratio,gen_seed,var_a,var_b,mi_real,mi_syn,mi_diff
1,2,3.0,0,scan_rate_mV_s,layer_class,0.08806254932415215,0.12198565022136607,0.03392310089721391
1,2,3.0,0,layer_class,interlayer_A,0.09111930885238935,0.0726714464966607,-0.01844786235572865
1,2,3.0,0,layer_class,target_cap_F_g,0.09968559788496818,0.12653669671470666,0.026851098829738476
1,2,3.0,0,layer_class,h2so4_M,0.017910851905708295,0.05368162919454254,0.03577077728883425
1,2,3.0,0,layer_class,composition_family,0.1262308376206321,0.0991622551105922,-0.027068582510039907
1,2,3.0,0,layer_class,scan_rate_mV_s,0.08806254932415215,0.12198565022136607,0.03392310089721391
1,2,3.0,0,layer_class,layer_class,1.0,1.0,0.0
1,2,3.0,1,interlayer_A,interlayer_A,1.0,1.0,0.0
1,2,3.0,1,interlayer_A,target_cap_F_g,0.24599861649491667,0.10417951818226574,-0.14181909831265094
1,2,3.0,1,interlayer_A,h2so4_M,0.13012676725268765,0.09614571993034353,-0.033981047322344124
1,2,3.0,1,interlayer_A,composition_family,0.18284034185862033,0.09177881267904732,-0.09106152917957301
1,2,3.0,1,interlayer_A,scan_rate_mV_s,0.13167523013698276,0.17445582942413432,0.042780599287151555
1,2,3.0,1,interlayer_A,layer_class,0.09111930885238935,0.05007889742136267,-0.04104041143102668
1,2,3.0,1,target_cap_F_g,interlayer_A,0.24599861649491667,0.10417951818226574,-0.14181909831265094
1,2,3.0,1,target_cap_F_g,target_cap_F_g,1.0,1.0,0.0
1,2,3.0,1,target_cap_F_g,h2so4_M,0.2739375999872824,0.23397744182225821,-0.039960158165024184
1,2,3.0,1,target_cap_F_g,composition_family,0.19523576356725625,0.22415498263854436,0.02891921907128811
1,2,3.0,1,target_cap_F_g,scan_rate_mV_s,0.20647966880514146,0.11351394698208021,-0.09296572182306125
1,2,3.0,1,target_cap_F_g,layer_class,0.09968559788496818,0.07718560551843939,-0.02249999236652879
1,2,3.0,1,h2so4_M,interlayer_A,0.13012676725268765,0.09614571993034353,-0.033981047322344124
1,2,3.0,1,h2so4_M,target_cap_F_g,0.2739375999872824,0.23397744182225821,-0.039960158165024184
1,2,3.0,1,h2so4_M,h2so4_M,1.0,1.0,0.0
1,2,3.0,1,h2so4_M,composition_family,0.3022979047601231,0.14223465973449959,-0.1600632450256235
1,2,3.0,1,h2so4_M,scan_rate_mV_s,0.1661094624487936,0.22542008979966355,0.05931062735086995
1,2,3.0,1,h2so4_M,layer_class,0.017910851905708295,0.031184995236634584,0.013274143330926289
1,2,3.0,1,composition_family,interlayer_A,0.18284034185862033,0.09177881267904732,-0.09106152917957301
1,2,3.0,1,composition_family,target_cap_F_g,0.19523576356725625,0.22415498263854436,0.02891921907128811
1,2,3.0,1,composition_family,h2so4_M,0.3022979047601231,0.14223465973449959,-0.1600632450256235
1,2,3.0,1,composition_family,composition_family,1.0,1.0,0.0
1,2,3.0,1,composition_family,scan_rate_mV_s,0.1978387349456568,0.22620662185832582,0.028367886912669033
1,2,3.0,1,composition_family,layer_class,0.1262308376206321,0.04913788269151428,-0.07709295492911783
1,2,3.0,1,scan_rate_mV_s,interlayer_A,0.13167523013698276,0.17445582942413432,0.042780599287151555
